Wavelength,LL,LL Parity,LL J,UL,UL Parity,UL J,log gf,gA,CF
2982.486,33052,(o),4.5,66572,(e),5.5,-0.82,1.14E+08,0.451
2982.658,32371,(o),2.5,65888,(e),1.5,-0.77,1.27E+08,0.24
2983.365,43008,(o),0.5,76517,(e),1.5,-1.03,7.07E+07,0.477
2983.695,33052,(o),4.5,66558,(e),3.5,-0.32,3.64E+08,-0.568
2983.981,30224,(o),4.5,63727,(e),4.5,0.34,1.64E+09,-0.632
2984.836,43956,(o),2.5,77449,(e),3.5,0.02,7.89E+08,-0.569
2985.074,35059,(o),3.5,68549,(e),4.5,0.32,1.54E+09,-0.836
2985.28,48025,(o),1.5,81513,(e),1.5,-3.7,1.48E+05,0
2985.873,32982,(o),1.5,66463,(e),0.5,-0.53,2.22E+08,0.519
2987.252,24333,(e),2.5,57799,(o),2.5,-3.01,7.32E+05,-0.01
2987.867,46170,(o),4.5,79629,(e),3.5,-0.59,1.94E+08,0.09
2988.489,45013,(o),2.5,78465,(e),1.5,-3.41,2.89E+05,0.001
2988.957,47759,(o),3.5,81205,(e),4.5,-3.02,7.15E+05,-0.001
2989.2,44438,(o),3.5,77882,(e),3.5,-0.53,2.23E+08,0.133
2989.369,43075,(o),1.5,76517,(e),1.5,-1.33,3.53E+07,0.141
2989.766,37517,(o),3.5,70954,(e),2.5,-1.4,2.94E+07,0.018
2990.365,35019,(o),4.5,68450,(e),3.5,-0.3,3.73E+08,-0.291
2991.334,48273,(o),2.5,81693,(e),3.5,-1.42,2.82E+07,0.029
2991.695,28758,(o),1.5,62174,(e),1.5,-1.66,1.62E+07,-0.268
2991.873,32982,(o),1.5,66396,(e),2.5,0.02,7.64E+08,-0.755
2992.874,50468,(o),5.5,83871,(e),4.5,-3.99,7.66E+04,0
2993.936,35059,(o),3.5,68450,(e),3.5,-0.29,3.78E+08,-0.252
2994.48,45430,(o),3.5,78815,(e),2.5,-0.48,2.46E+08,-0.141
2994.526,44498,(o),2.5,77882,(e),3.5,-0.41,2.92E+08,-0.51
2994.541,48273,(o),2.5,81657,(e),2.5,-1.36,3.29E+07,-0.023
2994.808,30563,(o),5.5,63944,(e),5.5,0.21,1.21E+09,-0.426
2994.945,34575,(o),1.5,67955,(e),0.5,-0.95,8.47E+07,0.179
2994.988,41679,(o),2.5,75058,(e),2.5,-1.45,2.60E+07,0.086
2995.026,28758,(o),1.5,62137,(e),0.5,-1.46,2.60E+07,0.15
2995.86,41688,(o),1.5,75058,(e),2.5,-0.76,1.28E+08,0.535
2995.864,32982,(o),1.5,66351,(e),2.5,-0.89,9.44E+07,-0.214
2996.375,34785,(o),5.5,68149,(e),5.5,-1.69,1.53E+07,-0.057
2998.383,37517,(o),3.5,70858,(e),4.5,-0.73,1.36E+08,0.241
2999.641,43956,(o),2.5,77284,(e),1.5,-1.13,5.59E+07,-0.192
3000.463,42915,(o),5.5,76234,(e),6.5,0.76,4.29E+09,-0.973
3000.99,41679,(o),2.5,74991,(e),1.5,-0.97,7.86E+07,0.115
3001.218,30392,(o),1.5,63702,(e),2.5,-2.42,2.79E+06,0.029
3001.283,44438,(o),3.5,77747,(e),4.5,-0.35,3.36E+08,0.412
3001.865,41688,(o),1.5,74991,(e),1.5,-1.02,7.05E+07,0.123
3002.034,41688,(o),1.5,74989,(e),0.5,-0.41,2.89E+08,-0.543
3002.607,41679,(o),2.5,74973,(e),3.5,0.3,1.48E+09,-0.809
3003.215,48025,(o),1.5,81313,(e),2.5,-1.91,9.20E+06,-0.016
3004.459,46355,(o),4.5,79629,(e),3.5,-2.9,9.42E+05,-0.003
3005.765,31632,(o),6.5,64891,(e),7.5,0.82,4.81E+09,-0.993
3006.145,30392,(o),1.5,63648,(e),1.5,-1.25,4.11E+07,-0.11
3006.866,40036,(o),3.5,73283,(e),4.5,-0.37,3.10E+08,-0.75
3007.561,48273,(o),2.5,81513,(e),1.5,-1.81,1.14E+07,-0.017
3009.39,31980,(o),3.5,65200,(e),4.5,0.08,8.88E+08,-0.869
3010.626,32371,(o),2.5,65577,(e),3.5,-0.15,5.27E+08,-0.309
3011.011,24333,(e),2.5,57534,(o),3.5,-3.56,2.04E+05,0.034
3014.026,44438,(o),3.5,77607,(e),2.5,-1.12,5.49E+07,-0.046
3014.436,30563,(o),5.5,63727,(e),4.5,-0.24,4.21E+08,0.484
3014.541,46170,(o),4.5,79333,(e),5.5,0.12,9.59E+08,0.28
3016.955,48557,(o),3.5,81693,(e),3.5,-0.97,7.88E+07,-0.126
3017.556,35019,(o),4.5,68149,(e),5.5,0.53,2.48E+09,-0.939
3017.691,47329,(o),2.5,80458,(e),3.5,-1.72,1.40E+07,-0.016
3019.061,31980,(o),3.5,65093,(e),3.5,-1.21,4.58E+07,0.069
3019.176,35832,(o),5.5,68944,(e),4.5,-2.09,5.95E+06,-0.066
3019.441,44498,(o),2.5,77607,(e),2.5,-0.63,1.70E+08,-0.253
3020.217,48557,(o),3.5,81657,(e),2.5,-0.8,1.17E+08,-0.215
3020.623,22961,(e),1.5,56057,(o),2.5,-3.35,3.28E+05,0.006
3020.71,43075,(o),1.5,76170,(e),2.5,0.02,7.74E+08,-0.609
3022.316,45737,(o),1.5,78815,(e),2.5,-2.46,2.55E+06,-0.003
3022.46,35059,(o),3.5,68135,(e),2.5,-0.44,2.68E+08,-0.261
3023.619,33495,(o),3.5,66558,(e),3.5,-1.04,6.71E+07,-0.136
3024.938,40918,(o),4.5,73967,(e),3.5,-1.03,6.80E+07,0.131
3025.764,48273,(o),2.5,81313,(e),2.5,-1.72,1.39E+07,-0.007
3026.651,31568,(o),2.5,64598,(e),3.5,-3.13,5.34E+05,0.003
3026.673,33052,(o),4.5,66082,(e),5.5,0.48,2.21E+09,0.803
3027.984,47664,(o),4.5,80679,(e),5.5,-2.89,9.43E+05,-0.002
3028.385,44438,(o),3.5,77449,(e),3.5,-0.78,1.23E+08,-0.139
3029.533,47680,(o),6.5,80679,(e),5.5,-2.98,7.65E+05,-0.001
3031.112,0,(e),0.5,32982,(o),1.5,-1.47,2.49E+07,0.645
3031.272,49419,(o),0.5,82399,(e),1.5,-3.02,6.68E+05,-0.002
3031.432,46355,(o),4.5,79333,(e),5.5,-2.37,3.12E+06,-0.008
3033.305,46903,(o),0.5,79860,(e),0.5,-1.49,2.38E+07,-0.069
3033.369,46170,(o),4.5,79127,(e),4.5,-3.88,9.49E+04,0
3033.852,44498,(o),2.5,77449,(e),3.5,-0.34,3.37E+08,-0.55
3033.868,26759,(o),2.5,59711,(e),1.5,-1.91,8.83E+06,-0.085
3034.323,44941,(o),1.5,77887,(e),0.5,-1.74,1.30E+07,-0.019
3034.644,31980,(o),3.5,64923,(e),4.5,-0.09,5.85E+08,0.383
3034.989,30224,(o),4.5,63164,(e),4.5,-2.05,6.45E+06,-0.02
3036.825,35019,(o),4.5,67939,(e),3.5,-0.98,7.57E+07,0.065
3037.995,32982,(o),1.5,65888,(e),1.5,-0.73,1.32E+08,-0.221
3038.533,33495,(o),3.5,66396,(e),2.5,-0.49,2.35E+08,0.492
3038.753,33052,(o),4.5,65951,(e),4.5,-1.61,1.80E+07,0.029
3038.816,43008,(o),0.5,75906,(e),0.5,-1.86,1.02E+07,0.162
3039.276,31568,(o),2.5,64461,(e),1.5,-3.04,6.69E+05,0.01
3039.668,35832,(o),5.5,68720,(e),6.5,-0.03,6.54E+08,-0.242
3040.238,43956,(o),2.5,76839,(e),2.5,-1.18,4.80E+07,0.197
3040.446,38342,(o),4.5,71222,(e),3.5,-1.14,5.21E+07,-0.038
3040.507,35059,(o),3.5,67939,(e),3.5,-1.16,4.97E+07,0.044
3040.525,55221,(o),1.5,88101,(e),1.5,-3.99,7.30E+04,0
3041.113,56840,(o),1.5,89713,(e),2.5,-3.92,8.94E+04,0
3041.472,45013,(o),2.5,77882,(e),3.5,-3.23,4.25E+05,-0.001
3042.65,33495,(o),3.5,66351,(e),2.5,-0.16,4.98E+08,0.643
3042.791,47005,(o),1.5,79860,(e),0.5,-1.25,4.14E+07,-0.142
3043.935,43956,(o),2.5,76799,(e),1.5,-1.31,3.49E+07,0.034
3044.007,30392,(o),1.5,63234,(e),2.5,-0.72,1.37E+08,-0.245
3044.745,55463,(o),3.5,88297,(e),3.5,-2.73,1.34E+06,-0.001
3044.831,40918,(o),4.5,73751,(e),4.5,-0.29,3.66E+08,0.24
3045.045,43075,(o),1.5,75906,(e),0.5,-1.13,5.36E+07,-0.38
3046.481,34390,(o),2.5,67205,(e),1.5,-0.16,4.99E+08,-0.563
3047.058,33654,(o),0.5,66463,(e),0.5,-0.4,2.93E+08,0.725
3048.157,45273,(o),3.5,78070,(e),4.5,-2.32,3.42E+06,0.004
3048.434,47664,(o),4.5,80458,(e),3.5,-3.81,1.11E+05,0
3049.148,44498,(o),2.5,77284,(e),1.5,-1.95,8.13E+06,0.045
3050.472,46355,(o),4.5,79127,(e),4.5,-3.45,2.53E+05,0
3051.981,48557,(o),3.5,81313,(e),2.5,-3.65,1.62E+05,0
3053.091,40036,(o),3.5,72780,(e),3.5,-2.09,5.88E+06,-0.047
3053.931,45335,(o),4.5,78070,(e),4.5,-0.49,2.29E+08,0.187
3054.649,45737,(o),1.5,78465,(e),1.5,-0.87,9.79E+07,-0.093
3055.156,32371,(o),2.5,65093,(e),3.5,-2.73,1.35E+06,0.002
3055.356,43956,(o),2.5,76676,(e),2.5,-0.71,1.40E+08,-0.158
3055.575,35832,(o),5.5,68549,(e),4.5,-2.03,6.57E+06,-0.021
3056.912,46903,(o),0.5,79606,(e),1.5,-1.12,5.42E+07,-0.101
3057.079,48504,(o),5.5,81205,(e),4.5,-3.01,7.02E+05,-0.001
3057.293,47759,(o),3.5,80458,(e),3.5,-2.33,3.32E+06,0.002
3058.713,49009,(o),3.5,81693,(e),3.5,-2.59,1.80E+06,-0.001
3059.817,49419,(o),0.5,82091,(e),0.5,-2.73,1.30E+06,-0.004
3060.4,44941,(o),1.5,77607,(e),2.5,-1.39,2.89E+07,-0.025
3062.007,27062,(o),0.5,59711,(e),1.5,-2.63,1.69E+06,-0.031
3062.019,48557,(o),3.5,81205,(e),4.5,-2.47,2.42E+06,0.004
3063.122,30224,(o),4.5,62861,(e),5.5,-0.71,1.38E+08,0.227
3063.633,47229,(o),0.5,79860,(e),0.5,-1.71,1.42E+07,-0.035
3063.672,34785,(o),5.5,67416,(e),4.5,-0.76,1.25E+08,0.171
3063.811,34575,(o),1.5,67205,(e),1.5,-1.58,1.85E+07,-0.033
3064.749,30392,(o),1.5,63012,(e),1.5,-2.33,3.29E+06,-0.046
3064.865,31980,(o),3.5,64598,(e),3.5,-0.78,1.17E+08,-0.104
3065.041,28758,(o),1.5,61374,(e),2.5,-0.21,4.43E+08,-0.421
3065.639,57103,(o),3.5,89713,(e),2.5,-3.8,1.14E+05,0
3065.745,45273,(o),3.5,77882,(e),3.5,-1,7.02E+07,-0.027
3066.499,30563,(o),5.5,63164,(e),4.5,-2.12,5.43E+06,0.002
3066.547,47005,(o),1.5,79606,(e),1.5,-1.37,3.00E+07,0.055
3067.178,45013,(o),2.5,77607,(e),2.5,-2.78,1.16E+06,-0.001
3067.37,41679,(o),2.5,74270,(e),2.5,-0.48,2.35E+08,-0.222
3067.993,32982,(o),1.5,65567,(e),0.5,-1.58,1.83E+07,0.159
3068.285,41688,(o),1.5,74270,(e),2.5,-0.49,2.29E+08,-0.204
3068.56,46548,(o),5.5,79127,(e),4.5,-3.54,2.04E+05,0
3068.697,47005,(o),1.5,79583,(e),2.5,-0.98,7.41E+07,-0.289
3070.285,43956,(o),2.5,76517,(e),1.5,-1.32,3.42E+07,0.232
3071.586,45335,(o),4.5,77882,(e),3.5,-0.43,2.61E+08,-0.256
3073.197,37078,(o),2.5,69608,(e),2.5,-1.63,1.66E+07,0.012
3073.682,33052,(o),4.5,65577,(e),3.5,-1.06,6.23E+07,0.194
3074.501,38342,(o),4.5,70858,(e),4.5,-1.21,4.30E+07,-0.113
3076.009,26759,(o),2.5,59259,(e),2.5,-0.9,8.88E+07,0.22
3077.19,31568,(o),2.5,64056,(e),2.5,-2.47,2.41E+06,0.02
3078.317,43075,(o),1.5,75551,(e),2.5,-0.84,1.03E+08,0.14
3078.456,45273,(o),3.5,77747,(e),4.5,-0.97,7.49E+07,0.059
3080.174,33495,(o),3.5,65951,(e),4.5,-1.28,3.77E+07,0.033
3080.558,45430,(o),3.5,77882,(e),3.5,-0.56,1.96E+08,-0.077
3080.585,38342,(o),4.5,70794,(e),5.5,-1.62,1.68E+07,0.032
3081.633,37517,(o),3.5,69957,(e),4.5,-2.39,2.85E+06,-0.006
3082.049,45013,(o),2.5,77449,(e),3.5,-3.41,2.75E+05,0.001
3084.346,45335,(o),4.5,77747,(e),4.5,-0.2,4.43E+08,0.329
3085.431,44438,(o),3.5,76839,(e),2.5,-1.37,3.03E+07,0.107
3085.819,35019,(o),4.5,67416,(e),4.5,-0.78,1.16E+08,0.119
3086.503,31568,(o),2.5,63958,(e),3.5,-1.81,1.08E+07,0.015
3086.974,39379,(o),0.5,71764,(e),1.5,-0.34,3.26E+08,-0.495
3087.717,47229,(o),0.5,79606,(e),1.5,-1.4,2.80E+07,-0.051
3087.998,40918,(o),4.5,73292,(e),5.5,-0.56,1.93E+08,0.15
3088.662,43956,(o),2.5,76323,(e),3.5,-1.92,8.55E+06,0.014
3088.772,37078,(o),2.5,69444,(e),1.5,-1.24,4.04E+07,-0.05
3088.819,40918,(o),4.5,73283,(e),4.5,-0.9,8.68E+07,-0.098
3089.098,28758,(o),1.5,61120,(e),0.5,-0.21,4.34E+08,0.718
3089.621,35059,(o),3.5,67416,(e),4.5,-1.1,5.59E+07,-0.08
3090.923,44941,(o),1.5,77284,(e),1.5,-0.81,1.08E+08,0.111
3091.106,44498,(o),2.5,76839,(e),2.5,-1.86,9.57E+06,0.058
3091.864,45273,(o),3.5,77607,(e),2.5,-1.6,1.71E+07,-0.01
3092.098,26759,(o),2.5,59090,(e),3.5,-2.93,8.07E+05,0.006
3093.39,37078,(o),2.5,69395,(e),3.5,-3.84,1.02E+05,0
3093.393,45430,(o),3.5,77747,(e),4.5,-1.08,5.83E+07,0.053
3093.429,35832,(o),5.5,68149,(e),5.5,-0.96,7.55E+07,0.439
3093.871,31632,(o),6.5,63944,(e),5.5,-0.02,6.67E+08,0.951
3094.72,49009,(o),3.5,81313,(e),2.5,-3.58,1.83E+05,0
3094.889,21419,(o),3.5,53721,(e),4.5,-1.98,7.35E+06,0.008
3094.927,44498,(o),2.5,76799,(e),1.5,-0.6,1.72E+08,-0.236
3095.147,47329,(o),2.5,79629,(e),3.5,-2.84,1.01E+06,-0.001
3095.222,30563,(o),5.5,62861,(e),5.5,-0.83,1.01E+08,-0.075
3095.411,21419,(o),3.5,53715,(e),3.5,-2.17,4.71E+06,-0.003
3096.219,41679,(o),2.5,73967,(e),3.5,-2.4,2.69E+06,-0.024
3097.329,47329,(o),2.5,79606,(e),1.5,-1.05,6.16E+07,-0.067
3098.851,22961,(e),1.5,55221,(o),1.5,-3.03,6.50E+05,0.019
3099.523,47329,(o),2.5,79583,(e),2.5,-3.87,9.22E+04,0
3100.867,56057,(o),2.5,88297,(e),3.5,-3.09,5.69E+05,0.001
3101.002,44438,(o),3.5,76676,(e),2.5,-0.37,2.92E+08,-0.235
3101.357,33654,(o),0.5,65888,(e),1.5,-0.16,4.79E+08,-0.561
3102.071,32371,(o),2.5,64598,(e),3.5,-0.21,4.25E+08,0.518
3103.355,43956,(o),2.5,76170,(e),2.5,-2.92,8.36E+05,0.001
3103.898,56088,(o),4.5,88297,(e),3.5,-3.54,1.98E+05,0
3105.042,49009,(o),3.5,81205,(e),4.5,-3.05,6.17E+05,-0.001
3106.142,48273,(o),2.5,80458,(e),3.5,-2.29,3.57E+06,-0.005
3106.735,44498,(o),2.5,76676,(e),2.5,-1.24,3.93E+07,-0.066
3106.742,57534,(o),3.5,89713,(e),2.5,-1.93,8.12E+06,-0.008
3106.932,45430,(o),3.5,77607,(e),2.5,-1.26,3.73E+07,-0.023
3106.976,45273,(o),3.5,77449,(e),3.5,-2,6.99E+06,0.004
3107.067,48504,(o),5.5,80679,(e),5.5,-3.16,4.79E+05,-0.001
3107.755,34390,(o),2.5,66558,(e),3.5,0.06,7.97E+08,-0.518
3107.783,24333,(e),2.5,56501,(o),3.5,-2.47,2.35E+06,-0.036
3107.895,30392,(o),1.5,62559,(e),2.5,0.2,1.08E+09,-0.569
3107.951,40036,(o),3.5,72202,(e),3.5,-0.37,2.91E+08,-0.339
3109.517,45737,(o),1.5,77887,(e),0.5,-2.03,6.50E+06,-0.01
3109.784,33052,(o),4.5,65200,(e),4.5,-2.88,9.07E+05,-0.002
3111.043,31568,(o),2.5,63702,(e),2.5,-2.88,9.04E+05,-0.001
3112.905,51249,(o),2.5,83364,(e),3.5,-1.19,4.36E+07,0.048
3112.976,45335,(o),4.5,77449,(e),3.5,-1.64,1.57E+07,0.03
3115.24,37517,(o),3.5,69608,(e),2.5,-1.25,3.85E+07,0.041
3115.334,32371,(o),2.5,64461,(e),1.5,0,6.92E+08,0.786
3116.067,33495,(o),3.5,65577,(e),3.5,-1.2,4.40E+07,-0.057
3116.337,31568,(o),2.5,63648,(e),1.5,-1.35,3.07E+07,0.411
3116.49,44438,(o),3.5,76516,(e),4.5,0.18,1.04E+09,-0.571
3116.7,31980,(o),3.5,64056,(e),2.5,-0.47,2.35E+08,0.38
3117.804,26759,(o),2.5,58824,(e),2.5,-0.1,5.39E+08,-0.508
3118.33,50833,(o),1.5,82892,(e),2.5,-2.07,5.94E+06,0.014
3119.8,56057,(o),2.5,88101,(e),1.5,-3.94,7.76E+04,0
3120.111,33052,(o),4.5,65093,(e),3.5,-1.62,1.64E+07,0.029
3122.192,45430,(o),3.5,77449,(e),3.5,-1.2,4.36E+07,0.032
3123.512,34390,(o),2.5,66396,(e),2.5,-1.47,2.33E+07,-0.039
3123.871,37078,(o),2.5,69080,(e),2.5,-2.45,2.44E+06,-0.002
3125.441,21419,(o),3.5,53405,(e),2.5,-2.08,5.63E+06,-0.006
3125.699,43008,(o),0.5,74991,(e),1.5,-0.73,1.29E+08,-0.411
3125.753,43075,(o),1.5,75058,(e),2.5,-1.85,9.69E+06,0.065
3125.882,43008,(o),0.5,74989,(e),0.5,-1.22,4.18E+07,-0.483
3126.189,41679,(o),2.5,73657,(e),1.5,-0.54,1.96E+08,-0.354
3126.253,31980,(o),3.5,63958,(e),3.5,-2.44,2.47E+06,0.004
3127.139,41688,(o),1.5,73657,(e),1.5,-1.15,4.84E+07,-0.096
3127.496,47664,(o),4.5,79629,(e),3.5,-2.11,5.40E+06,-0.007
3127.862,34390,(o),2.5,66351,(e),2.5,-0.58,1.77E+08,0.181
3129.142,41688,(o),1.5,73637,(e),0.5,-0.57,1.81E+08,-0.717
3132.29,43075,(o),1.5,74991,(e),1.5,-1.44,2.48E+07,0.035
3132.448,57799,(o),2.5,89713,(e),2.5,-1.86,9.64E+06,-0.007
3132.474,43075,(o),1.5,74989,(e),0.5,-1.01,6.70E+07,-0.202
3132.625,33654,(o),0.5,65567,(e),0.5,-0.72,1.29E+08,-0.342
3133.776,48557,(o),3.5,80458,(e),3.5,-1.57,1.84E+07,0.015
3133.848,46170,(o),4.5,78070,(e),4.5,-2.36,2.96E+06,-0.001
3134.046,44941,(o),1.5,76839,(e),2.5,-2.23,4.04E+06,0.01
3135.118,34575,(o),1.5,66463,(e),0.5,-1.28,3.55E+07,0.069
3135.317,44438,(o),3.5,76323,(e),3.5,-1.34,3.14E+07,-0.039
3135.991,37517,(o),3.5,69395,(e),3.5,-1.7,1.37E+07,0.012
3136.757,33052,(o),4.5,64923,(e),4.5,-0.18,4.46E+08,0.35
3136.821,47759,(o),3.5,79629,(e),3.5,-1.37,2.90E+07,-0.019
3136.908,45737,(o),1.5,77607,(e),2.5,-2.17,4.62E+06,-0.005
3137.618,40918,(o),4.5,72780,(e),3.5,-1.54,1.94E+07,0.056
3137.974,44941,(o),1.5,76799,(e),1.5,-2.47,2.29E+06,-0.002
3140.212,48025,(o),1.5,79860,(e),0.5,-2.73,1.29E+06,-0.003
3140.93,28758,(o),1.5,60586,(e),1.5,0.02,7.13E+08,-0.687
3141.154,45013,(o),2.5,76839,(e),2.5,-3.53,2.00E+05,-0.001
3141.177,44498,(o),2.5,76323,(e),3.5,-1.42,2.60E+07,0.043
3141.316,47759,(o),3.5,79583,(e),2.5,-3.21,4.09E+05,-0.001
3141.733,34575,(o),1.5,66396,(e),2.5,-0.29,3.48E+08,-0.376
3142.814,47005,(o),1.5,78815,(e),2.5,-1.1,5.46E+07,0.089
3145.066,34785,(o),5.5,66572,(e),5.5,-0.04,6.28E+08,-0.423
3145.537,30392,(o),1.5,62174,(e),1.5,-0.69,1.39E+08,0.585
3146.076,49917,(o),4.5,81693,(e),3.5,-3.07,5.77E+05,0.001
3146.134,34575,(o),1.5,66351,(e),2.5,-0.61,1.65E+08,0.451
3148.999,31980,(o),3.5,63727,(e),4.5,-0.93,7.96E+07,0.331
3149.219,30392,(o),1.5,62137,(e),0.5,-2.98,7.07E+05,0.054
3150.113,44941,(o),1.5,76676,(e),2.5,-1.38,2.79E+07,0.021
3150.188,39379,(o),0.5,71114,(e),1.5,-1.76,1.20E+07,0.123
3150.459,44438,(o),3.5,76170,(e),2.5,-0.66,1.48E+08,0.174
3151.253,24333,(e),2.5,56057,(o),2.5,-2.72,1.28E+06,0.019
3151.432,31980,(o),3.5,63702,(e),2.5,-3.54,1.94E+05,0
3152.106,46355,(o),4.5,78070,(e),4.5,-2.44,2.44E+06,-0.006
3152.442,46170,(o),4.5,77882,(e),3.5,-0.36,2.93E+08,-0.273
3153.177,33495,(o),3.5,65200,(e),4.5,-0.42,2.57E+08,-0.143
3153.877,40918,(o),4.5,72616,(e),5.5,0.51,2.15E+09,-0.798
3155.182,32371,(o),2.5,64056,(e),2.5,-0.26,3.71E+08,-0.437
3155.288,43956,(o),2.5,75640,(e),3.5,-0.47,2.25E+08,0.277
3155.806,37078,(o),2.5,68756,(e),3.5,-1.29,3.40E+07,0.057
3156.375,44498,(o),2.5,76170,(e),2.5,-1.48,2.22E+07,0.05
3156.734,47664,(o),4.5,79333,(e),5.5,-3.39,2.71E+05,0.001
3157.044,31568,(o),2.5,63234,(e),2.5,-3.63,1.56E+05,0.001
3157.294,45013,(o),2.5,76676,(e),2.5,-3.28,3.51E+05,0.001
3158.299,42915,(o),5.5,74569,(e),4.5,0.28,1.27E+09,-0.903
3158.418,47680,(o),6.5,79333,(e),5.5,-2.38,2.81E+06,-0.002
3159.348,51249,(o),2.5,82892,(e),2.5,-2.3,3.33E+06,-0.002
3162.093,38342,(o),4.5,69957,(e),4.5,-2.41,2.59E+06,0.003
3163.795,33495,(o),3.5,65093,(e),3.5,-0.02,6.49E+08,-0.441
3163.816,30224,(o),4.5,61823,(e),3.5,-2.6,1.71E+06,0.034
3164.189,43956,(o),2.5,75551,(e),2.5,-3.72,1.27E+05,0
3164.973,32371,(o),2.5,63958,(e),3.5,-2.82,1.01E+06,0.001
3165.209,35832,(o),5.5,67416,(e),4.5,-0.09,5.37E+08,0.446
3165.52,48025,(o),1.5,79606,(e),1.5,-3.04,6.09E+05,-0.001
3165.883,46170,(o),4.5,77747,(e),4.5,-3.41,2.63E+05,0
3165.986,44941,(o),1.5,76517,(e),1.5,-1.13,4.92E+07,-0.097
3167.051,45273,(o),3.5,76839,(e),2.5,-1.7,1.32E+07,0.044
3167.445,46903,(o),0.5,78465,(e),1.5,-2.25,3.76E+06,-0.006
3167.811,48025,(o),1.5,79583,(e),2.5,-2.82,9.91E+05,-0.004
3168.409,35019,(o),4.5,66572,(e),5.5,-2.08,5.49E+06,-0.018
3168.613,58163,(o),1.5,89713,(e),2.5,-2.78,1.13E+06,0.001
3168.984,45737,(o),1.5,77284,(e),1.5,-1.07,5.81E+07,0.093
3169.058,33052,(o),4.5,64598,(e),3.5,0.03,7.06E+08,-0.443
3169.773,35019,(o),4.5,66558,(e),3.5,-3.18,4.43E+05,-0.001
3170.918,46355,(o),4.5,77882,(e),3.5,-3.24,3.85E+05,0
3171.179,26759,(o),2.5,58284,(e),2.5,-1.4,2.61E+07,0.194
3171.423,46548,(o),5.5,78070,(e),4.5,-3.16,4.56E+05,-0.001
3173.786,35059,(o),3.5,66558,(e),3.5,-0.64,1.51E+08,0.308
3173.816,34390,(o),2.5,65888,(e),1.5,-1.32,3.12E+07,0.084
3175.753,32982,(o),1.5,64461,(e),1.5,-0.66,1.45E+08,0.186
3177.386,47664,(o),4.5,79127,(e),4.5,-3.07,5.69E+05,0.001
3177.791,47005,(o),1.5,78465,(e),1.5,-2.63,1.55E+06,-0.002
3178.854,49009,(o),3.5,80458,(e),3.5,-2.43,2.42E+06,0.002
3179.361,31568,(o),2.5,63012,(e),1.5,-2.09,5.36E+06,-0.056
3179.946,41679,(o),2.5,73117,(e),1.5,-1.74,1.19E+07,0.042
3180.912,33495,(o),3.5,64923,(e),4.5,-0.1,5.20E+08,-0.378
3180.93,41688,(o),1.5,73117,(e),1.5,-0.28,3.39E+08,-0.612
3181.051,37517,(o),3.5,68944,(e),4.5,-1.4,2.60E+07,0.044
3182.862,45430,(o),3.5,76839,(e),2.5,-1.84,9.54E+06,0.032
3183.459,45273,(o),3.5,76676,(e),2.5,-1.31,3.21E+07,-0.025
3184.518,46355,(o),4.5,77747,(e),4.5,-2.24,3.78E+06,-0.005
3186.581,37078,(o),2.5,68450,(e),3.5,-0.87,8.80E+07,-0.111
3187.011,47759,(o),3.5,79127,(e),4.5,-2.34,2.98E+06,-0.006
3188.266,48273,(o),2.5,79629,(e),3.5,-2.31,3.23E+06,0.004
3190.222,35059,(o),3.5,66396,(e),2.5,-1.92,7.85E+06,-0.024
3190.582,48273,(o),2.5,79606,(e),1.5,-1.47,2.22E+07,-0.022
3190.782,32371,(o),2.5,63702,(e),2.5,-1.57,1.76E+07,0.016
3192.458,45335,(o),4.5,76650,(e),5.5,-0.71,1.26E+08,-0.095
3192.63,34575,(o),1.5,65888,(e),1.5,-1.27,3.47E+07,-0.042
3192.873,45013,(o),2.5,76323,(e),3.5,-3.38,2.75E+05,-0.001
3192.882,30563,(o),5.5,61873,(e),6.5,0.58,2.47E+09,-0.766
3192.91,48273,(o),2.5,79583,(e),2.5,-2.46,2.25E+06,0.003
3194.24,34785,(o),5.5,66082,(e),5.5,-1.26,3.62E+07,0.135
3194.76,35059,(o),3.5,66351,(e),2.5,-0.6,1.65E+08,-0.225
3195.586,40918,(o),4.5,72202,(e),3.5,-0.19,4.22E+08,0.48
3196.054,46170,(o),4.5,77449,(e),3.5,-0.64,1.52E+08,0.265
3196.351,32371,(o),2.5,63648,(e),1.5,-0.81,1.02E+08,-0.219
3197.959,56840,(o),1.5,88101,(e),1.5,-2.98,6.75E+05,0.001
3198.188,50833,(o),1.5,82091,(e),0.5,-2.6,1.63E+06,0.003
3198.644,31980,(o),3.5,63234,(e),2.5,0.01,6.74E+08,-0.703
3199.435,45430,(o),3.5,76676,(e),2.5,-1.89,8.36E+06,-0.007
3199.783,45273,(o),3.5,76516,(e),4.5,-0.46,2.25E+08,-0.149
3200.156,37517,(o),3.5,68756,(e),3.5,-2.07,5.47E+06,0.009
3200.53,47229,(o),0.5,78465,(e),1.5,-3.12,4.94E+05,-0.001
3200.695,40036,(o),3.5,71270,(e),2.5,-2.04,6.06E+06,0.009
3201.157,31632,(o),6.5,62861,(e),5.5,0.32,1.35E+09,0.98
3201.161,44941,(o),1.5,76170,(e),2.5,-1.69,1.33E+07,-0.011
3203.994,44438,(o),3.5,75640,(e),3.5,-1.11,5.01E+07,-0.066
