Wavelength,LL,LL Parity,LL J,UL,UL Parity,UL J,log gf,gA,CF
3887.298,37517,(o),3.5,63234,(e),2.5,-0.88,5.86E+07,0.091
3887.844,48557,(o),3.5,74270,(e),2.5,-1.92,5.27E+06,0.038
3890.851,48273,(o),2.5,73967,(e),3.5,-1.26,2.38E+07,-0.088
3892.287,50833,(o),1.5,76517,(e),1.5,-2.92,5.27E+05,0.004
3896.974,40918,(o),4.5,66572,(e),5.5,-3.82,6.61E+04,0
3897.359,43956,(o),2.5,69608,(e),2.5,-3.39,1.81E+05,0
3899.038,40918,(o),4.5,66558,(e),3.5,-3.23,2.61E+05,-0.001
3899.658,56057,(o),2.5,81693,(e),3.5,-2.59,1.15E+06,-0.002
3899.949,42915,(o),5.5,68549,(e),4.5,-2.79,7.04E+05,0.004
3900.812,47664,(o),4.5,73292,(e),5.5,-1.61,1.07E+07,-0.04
3902.121,47664,(o),4.5,73283,(e),4.5,-1.97,4.70E+06,-0.007
3902.738,38342,(o),4.5,63958,(e),3.5,-3.78,7.24E+04,0
3903.294,48025,(o),1.5,73637,(e),0.5,-2.33,2.01E+06,-0.008
3903.383,47680,(o),6.5,73292,(e),5.5,-3.2,2.81E+05,-0.001
3904.453,56088,(o),4.5,81693,(e),3.5,-2.26,2.44E+06,-0.002
3904.814,38342,(o),4.5,63944,(e),5.5,-0.42,1.68E+08,-0.365
3905.11,56057,(o),2.5,81657,(e),2.5,-2.95,4.96E+05,-0.001
3905.838,33495,(o),3.5,59090,(e),3.5,-1.29,2.29E+07,0.032
3906.648,51249,(o),2.5,76839,(e),2.5,-2.59,1.14E+06,-0.007
3907.409,45273,(o),3.5,70858,(e),4.5,-2.71,8.32E+05,-0.002
3909.67,49419,(o),0.5,74989,(e),0.5,-2.73,7.86E+05,0.003
3910.434,57799,(o),2.5,83364,(e),3.5,-1.87,5.85E+06,0.009
3911.309,49009,(o),3.5,74569,(e),4.5,-3.57,1.16E+05,0
3911.417,56840,(o),1.5,82399,(e),1.5,-3.36,1.90E+05,0
3912.754,51249,(o),2.5,76799,(e),1.5,-1.43,1.59E+07,-0.031
3913.35,28758,(o),1.5,54304,(e),0.5,-1.42,1.65E+07,0.442
3913.739,64169,(o),3.5,89713,(e),2.5,-0.87,5.95E+07,-0.069
3915.434,45737,(o),1.5,71270,(e),2.5,-1.87,6.03E+06,-0.028
3916.428,41679,(o),2.5,67205,(e),1.5,-2.5,1.37E+06,0.004
3916.648,47759,(o),3.5,73283,(e),4.5,-2.75,7.54E+05,0.002
3916.902,45335,(o),4.5,70858,(e),4.5,-2.85,5.99E+05,-0.004
3917.202,64192,(o),1.5,89713,(e),2.5,-3.26,2.52E+05,-0.002
3917.469,44438,(o),3.5,69957,(e),4.5,-2.77,7.47E+05,0.004
3922.441,43956,(o),2.5,69444,(e),1.5,-2.57,1.19E+06,0.005
3923.237,53645,(o),3.5,79127,(e),4.5,-1.83,6.47E+06,0.016
3927.28,56057,(o),2.5,81513,(e),1.5,-2.95,4.84E+05,-0.002
3928.076,47329,(o),2.5,72780,(e),3.5,-2.02,4.11E+06,-0.006
3929.892,43956,(o),2.5,69395,(e),3.5,-3.35,1.95E+05,-0.001
3931.504,45430,(o),3.5,70858,(e),4.5,-3.95,4.74E+04,0
3931.644,51249,(o),2.5,76676,(e),2.5,-2.02,4.05E+06,0.005
3932.6,56978,(o),0.5,82399,(e),1.5,-3.33,1.94E+05,0.004
3934.307,48557,(o),3.5,73967,(e),3.5,-0.7,8.57E+07,0.198
3937.991,58485,(o),4.5,83871,(e),4.5,-2.41,1.68E+06,0.003
3938.249,38342,(o),4.5,63727,(e),4.5,-0.91,5.28E+07,0.066
3938.294,48273,(o),2.5,73657,(e),1.5,-2.33,2.04E+06,-0.004
3938.533,35832,(o),5.5,61215,(e),4.5,-1.35,1.92E+07,-0.053
3939.531,45737,(o),1.5,71114,(e),1.5,-1.75,7.88E+06,-0.021
3942.514,57534,(o),3.5,82892,(e),2.5,-3.34,1.94E+05,0.001
3944.562,53121,(o),2.5,78465,(e),1.5,-3.46,1.46E+05,0
3945.587,50833,(o),1.5,76170,(e),2.5,-2.58,1.12E+06,-0.004
3946.942,33495,(o),3.5,58824,(e),2.5,-1.61,1.07E+07,0.024
3948.191,34390,(o),2.5,59711,(e),1.5,-2.58,1.11E+06,-0.004
3949.582,22961,(e),1.5,48273,(o),2.5,-2.54,1.22E+06,0.071
3949.914,30392,(o),1.5,55702,(e),1.5,-1.69,8.85E+06,-0.374
3951.088,32982,(o),1.5,58284,(e),2.5,-2.89,5.47E+05,0.004
3956.4,51249,(o),2.5,76517,(e),1.5,-3.79,6.80E+04,0
3958.376,56057,(o),2.5,81313,(e),2.5,-2.44,1.56E+06,-0.002
3959.734,48504,(o),5.5,73751,(e),4.5,-2.86,5.89E+05,-0.002
3961.825,42915,(o),5.5,68149,(e),5.5,-2.49,1.37E+06,0.021
3962.549,34390,(o),2.5,59619,(e),3.5,-2.75,7.44E+05,-0.004
3964.46,45737,(o),1.5,70954,(e),2.5,-1.79,6.95E+06,0.02
3964.591,52068,(o),0.5,77284,(e),1.5,-2.72,7.99E+05,-0.009
3965.22,56481,(o),4.5,81693,(e),3.5,-3.7,8.70E+04,-0.001
3968.024,48557,(o),3.5,73751,(e),4.5,-0.54,1.20E+08,0.165
3968.347,56501,(o),3.5,81693,(e),3.5,-2.15,2.98E+06,0.005
3968.795,52881,(o),4.5,78070,(e),4.5,-1.14,3.08E+07,-0.05
3971.865,53645,(o),3.5,78815,(e),2.5,-2.4,1.69E+06,-0.002
3971.937,44438,(o),3.5,69608,(e),2.5,-2.97,4.52E+05,0.001
3972.753,40918,(o),4.5,66082,(e),5.5,-3.82,6.31E+04,0
3972.851,40036,(o),3.5,65200,(e),4.5,-2.89,5.44E+05,0.002
3975.245,52922,(o),3.5,78070,(e),4.5,-3.51,1.30E+05,0
3976.16,43008,(o),0.5,68151,(e),1.5,-2.78,7.07E+05,-0.004
3977.347,34575,(o),1.5,59711,(e),1.5,-2.78,7.02E+05,0.003
3979.216,43956,(o),2.5,69080,(e),2.5,-3.99,4.42E+04,0
3980.26,56088,(o),4.5,81205,(e),4.5,-2.87,5.74E+05,0
3980.325,47664,(o),4.5,72780,(e),3.5,-2.12,3.20E+06,-0.006
3980.779,56978,(o),0.5,82091,(e),0.5,-2.5,1.31E+06,-0.039
3981.346,44498,(o),2.5,69608,(e),2.5,-3.65,9.33E+04,0
3983.178,53716,(o),2.5,78815,(e),2.5,-2.5,1.32E+06,0.001
3983.491,37078,(o),2.5,62174,(e),1.5,-3.13,3.12E+05,-0.122
3984.002,57799,(o),2.5,82892,(e),2.5,-3.88,5.61E+04,0
3984.205,48025,(o),1.5,73117,(e),1.5,-2.85,5.83E+05,-0.002
3984.774,44941,(o),1.5,70029,(e),0.5,-2.52,1.27E+06,0.006
3986.832,43075,(o),1.5,68151,(e),1.5,-2.02,4.08E+06,0.014
3986.967,51249,(o),2.5,76323,(e),3.5,-1.46,1.48E+07,-0.036
3987.207,50833,(o),1.5,75906,(e),0.5,-2.09,3.41E+06,-0.017
3987.276,63028,(o),1.5,88101,(e),1.5,-2.01,4.02E+06,0.015
3988.674,22961,(e),1.5,48025,(o),1.5,-2.72,7.92E+05,0.05
3989.309,43075,(o),1.5,68135,(e),2.5,-2.72,8.09E+05,-0.007
3989.721,40036,(o),3.5,65093,(e),3.5,-2.42,1.58E+06,-0.004
3990.476,46170,(o),4.5,71222,(e),3.5,-3.38,1.74E+05,0
3992.094,37517,(o),3.5,62559,(e),2.5,-2.79,6.76E+05,-0.054
3993.591,40918,(o),4.5,65951,(e),4.5,-2.68,8.83E+05,0.002
3995.441,47759,(o),3.5,72780,(e),3.5,-1.78,6.84E+06,0.008
3998.663,52881,(o),4.5,77882,(e),3.5,-3.3,2.11E+05,0
3999.664,55463,(o),3.5,80458,(e),3.5,-3.61,1.01E+05,0
4000.807,54641,(o),4.5,79629,(e),3.5,-0.38,1.79E+08,-0.149
4005.21,52922,(o),3.5,77882,(e),3.5,-2.76,7.24E+05,-0.001
4005.618,49009,(o),3.5,73967,(e),3.5,-3.44,1.47E+05,0
4005.732,44438,(o),3.5,69395,(e),3.5,-3.65,9.43E+04,0
4006.527,47664,(o),4.5,72616,(e),5.5,-2.73,7.81E+05,-0.003
4007.294,43008,(o),0.5,67955,(e),0.5,-3.1,3.47E+05,-0.004
4007.524,44498,(o),2.5,69444,(e),1.5,-1.86,5.83E+06,0.053
4009.239,47680,(o),6.5,72616,(e),5.5,-1.69,8.54E+06,0.025
4009.403,54193,(o),5.5,79127,(e),4.5,-2.45,1.47E+06,0.002
4011.483,51249,(o),2.5,76170,(e),2.5,-2.89,5.27E+05,-0.001
4015.003,52988,(o),1.5,77887,(e),0.5,-2.79,6.55E+05,-0.004
4015.302,44498,(o),2.5,69395,(e),3.5,-2.67,8.87E+05,0.006
4016.98,40036,(o),3.5,64923,(e),4.5,-2.46,1.42E+06,0.005
4018.134,43075,(o),1.5,67955,(e),0.5,-3.15,3.00E+05,0.002
4018.226,63417,(o),2.5,88297,(e),3.5,-2.75,7.28E+05,0.002
4018.263,58485,(o),4.5,83364,(e),3.5,-2.41,1.59E+06,0.001
4018.275,41679,(o),2.5,66558,(e),3.5,-3.11,3.19E+05,0.001
4019.354,47329,(o),2.5,72202,(e),3.5,-0.72,7.76E+07,0.111
4020.127,46355,(o),4.5,71222,(e),3.5,-3.76,7.08E+04,0
4020.314,52881,(o),4.5,77747,(e),4.5,-2.15,2.97E+06,0.006
4021.234,46903,(o),0.5,71764,(e),1.5,-1.46,1.44E+07,-0.046
4023.989,48273,(o),2.5,73117,(e),1.5,-1.4,1.63E+07,0.034
4026.933,52922,(o),3.5,77747,(e),4.5,-2.76,7.20E+05,-0.001
4027.202,59047,(o),4.5,83871,(e),4.5,-2.12,3.09E+06,-0.009
4027.583,38342,(o),4.5,63164,(e),4.5,-2.64,9.46E+05,0.002
4028.343,56840,(o),1.5,81657,(e),2.5,-2.25,2.37E+06,-0.009
4029.168,56501,(o),3.5,81313,(e),2.5,-3.02,3.92E+05,0.001
4029.847,31568,(o),2.5,56376,(e),2.5,-2.68,8.49E+05,0.006
4032.87,33495,(o),3.5,58284,(e),2.5,-2.08,3.47E+06,-0.008
4033.049,48504,(o),5.5,73292,(e),5.5,-1.63,9.73E+06,-0.035
4034.449,48504,(o),5.5,73283,(e),4.5,-2,4.08E+06,-0.008
4037.393,53121,(o),2.5,77882,(e),3.5,-3.91,4.97E+04,0
4037.923,47005,(o),1.5,71764,(e),1.5,-1.9,5.23E+06,-0.026
4039.527,53716,(o),2.5,78465,(e),1.5,-3.86,5.65E+04,0
4040.081,37078,(o),2.5,61823,(e),3.5,-1.09,3.33E+07,-0.137
4040.499,64971,(o),3.5,89713,(e),2.5,-0.73,7.69E+07,-0.096
4040.574,49009,(o),3.5,73751,(e),4.5,-1.86,5.44E+06,0.013
4042.333,52068,(o),0.5,76799,(e),1.5,-2.22,2.43E+06,0.024
4042.685,58163,(o),1.5,82892,(e),2.5,-2.57,1.11E+06,0.002
4043.056,48557,(o),3.5,73283,(e),4.5,-0.74,7.34E+07,-0.198
4043.429,56481,(o),4.5,81205,(e),4.5,-1.87,5.63E+06,0.035
4044.445,50833,(o),1.5,75551,(e),2.5,-3.05,3.67E+05,-0.002
4044.657,41679,(o),2.5,66396,(e),2.5,-3.1,3.22E+05,0.001
4045.305,33052,(o),4.5,57765,(e),4.5,-2.07,3.47E+06,-0.02
4046.681,56501,(o),3.5,81205,(e),4.5,-3.72,7.81E+04,0
4046.989,58661,(o),2.5,83364,(e),3.5,-3.08,3.41E+05,-0.003
4047.379,34390,(o),2.5,59090,(e),3.5,-1.43,1.51E+07,-0.034
4048.777,54641,(o),4.5,79333,(e),5.5,-2.61,1.02E+06,0.003
4049.341,46170,(o),4.5,70858,(e),4.5,-2.69,8.27E+05,0.003
4049.986,45273,(o),3.5,69957,(e),4.5,-2.29,2.08E+06,0.004
4050.076,63417,(o),2.5,88101,(e),1.5,-2.79,6.46E+05,-0.002
4050.084,34575,(o),1.5,59259,(e),2.5,-1.58,1.08E+07,-0.027
4051.337,24333,(e),2.5,49009,(o),3.5,-2.7,8.21E+05,-0.024
4051.938,56840,(o),1.5,81513,(e),1.5,-1.53,1.21E+07,0.04
4052.866,44941,(o),1.5,69608,(e),2.5,-1.57,1.09E+07,0.028
4054.136,40918,(o),4.5,65577,(e),3.5,-3.05,3.63E+05,0.001
4055.307,49917,(o),4.5,74569,(e),4.5,-3.13,3.01E+05,0.001
4056.146,28758,(o),1.5,53405,(e),2.5,-1.33,1.90E+07,0.079
4056.991,44438,(o),3.5,69080,(e),2.5,-2.02,3.91E+06,-0.01
4057.46,55221,(o),1.5,79860,(e),0.5,-3.54,1.18E+05,0.001
4059.902,46170,(o),4.5,70794,(e),5.5,-2.81,6.26E+05,0.001
4060.186,45335,(o),4.5,69957,(e),4.5,-2.69,8.25E+05,-0.001
4063.815,57799,(o),2.5,82399,(e),1.5,-2.18,2.65E+06,-0.004
4063.931,35019,(o),4.5,59619,(e),3.5,-2.44,1.46E+06,-0.003
4064.76,45013,(o),2.5,69608,(e),2.5,-1.8,6.28E+06,0.011
4065.415,56088,(o),4.5,80679,(e),5.5,-3.95,4.52E+04,0
4065.562,57103,(o),3.5,81693,(e),3.5,-2.33,1.90E+06,-0.005
4066.518,56621,(o),5.5,81205,(e),4.5,-2.03,3.82E+06,-0.005
4066.807,44498,(o),2.5,69080,(e),2.5,-1.75,7.30E+06,0.038
4069.092,52881,(o),4.5,77449,(e),3.5,-3.22,2.46E+05,0
4070.104,40036,(o),3.5,64598,(e),3.5,-3.84,5.80E+04,0.001
4070.528,35059,(o),3.5,59619,(e),3.5,-2.72,7.71E+05,-0.002
4071.488,57103,(o),3.5,81657,(e),2.5,-2.92,4.92E+05,-0.001
4074.077,47664,(o),4.5,72202,(e),3.5,-3.85,5.67E+04,0
4074.674,56978,(o),0.5,81513,(e),1.5,-3.06,3.41E+05,-0.015
4074.708,47229,(o),0.5,71764,(e),1.5,-1.44,1.46E+07,-0.05
4075.872,52922,(o),3.5,77449,(e),3.5,-2.31,1.99E+06,0.002
4075.877,45430,(o),3.5,69957,(e),4.5,-3.12,3.05E+05,-0.001
4077.277,38342,(o),4.5,62861,(e),5.5,-0.47,1.35E+08,0.416
4079.278,48273,(o),2.5,72780,(e),3.5,-3.71,7.76E+04,0
4079.545,44438,(o),3.5,68944,(e),4.5,-2.57,1.08E+06,-0.004
4079.876,46355,(o),4.5,70858,(e),4.5,-2.21,2.46E+06,0.004
4079.996,44941,(o),1.5,69444,(e),1.5,-1.85,5.80E+06,-0.01
4082.812,54641,(o),4.5,79127,(e),4.5,-2.27,2.17E+06,0.004
4082.814,53121,(o),2.5,77607,(e),2.5,-2.34,1.80E+06,-0.004
4085.048,56840,(o),1.5,81313,(e),2.5,-3.25,2.32E+05,-0.001
4086.612,47005,(o),1.5,71469,(e),2.5,-1.11,3.19E+07,0.076
4088.936,52068,(o),0.5,76517,(e),1.5,-2.17,2.67E+06,-0.047
4089.914,47759,(o),3.5,72202,(e),3.5,-2.66,8.60E+05,-0.002
4090.597,46355,(o),4.5,70794,(e),5.5,-2.33,1.86E+06,-0.004
4091.464,47329,(o),2.5,71764,(e),1.5,-1.14,2.90E+07,-0.043
4091.533,34390,(o),2.5,58824,(e),2.5,-1.83,5.87E+06,-0.011
4092.05,45013,(o),2.5,69444,(e),1.5,-2.78,6.66E+05,0.002
4092.96,53645,(o),3.5,78070,(e),4.5,-1.72,7.61E+06,-0.009
4097.07,56057,(o),2.5,80458,(e),3.5,-2.2,2.51E+06,0.01
4097.874,31980,(o),3.5,56376,(e),2.5,-1.75,7.10E+06,0.146
4098.094,63706,(o),0.5,88101,(e),1.5,-2.39,1.54E+06,0.027
4098.682,51249,(o),2.5,75640,(e),3.5,-3.69,8.04E+04,0
4099.81,55221,(o),1.5,79606,(e),1.5,-2.64,9.02E+05,0.003
4100.16,45013,(o),2.5,69395,(e),3.5,-2,3.94E+06,-0.019
4102.362,56088,(o),4.5,80458,(e),3.5,-1.99,4.09E+06,-0.007
4102.477,22961,(e),1.5,47329,(o),2.5,-3.47,1.35E+05,-0.007
4103.654,55221,(o),1.5,79583,(e),2.5,-3.46,1.36E+05,0.001
4109.205,53121,(o),2.5,77449,(e),3.5,-3.78,6.60E+04,0
4111.018,44438,(o),3.5,68756,(e),3.5,-3.22,2.35E+05,0.001
4111.191,59047,(o),4.5,83364,(e),3.5,-3.96,4.25E+04,0
4112.295,46548,(o),5.5,70858,(e),4.5,-3.55,1.11E+05,-0.002
4113.052,37517,(o),3.5,61823,(e),3.5,-1.19,2.56E+07,0.199
4113.713,51249,(o),2.5,75551,(e),2.5,-2.07,3.34E+06,-0.006
4114.59,37078,(o),2.5,61374,(e),2.5,-2.56,1.08E+06,0.003
4115.463,45737,(o),1.5,70029,(e),0.5,-2.45,1.40E+06,0.01
4117.178,40918,(o),4.5,65200,(e),4.5,-1.87,5.30E+06,-0.016
4118.401,49009,(o),3.5,73283,(e),4.5,-1.99,3.93E+06,0.01
4119.042,33495,(o),3.5,57765,(e),4.5,-2.64,9.01E+05,0.011
4119.348,39379,(o),0.5,63648,(e),1.5,-3.57,1.08E+05,0
4119.463,22961,(e),1.5,47229,(o),0.5,-2.66,8.51E+05,0.039
4120.076,47005,(o),1.5,71270,(e),2.5,-1.31,1.96E+07,-0.09
4121.099,44498,(o),2.5,68756,(e),3.5,-3.48,1.28E+05,-0.001
4122.853,34575,(o),1.5,58824,(e),2.5,-1.53,1.18E+07,-0.021
4123.169,59625,(o),3.5,83871,(e),4.5,-2.07,3.36E+06,0.017
4123.188,46548,(o),5.5,70794,(e),5.5,-1.79,6.42E+06,0.035
4124.562,49419,(o),0.5,73657,(e),1.5,-2.47,1.28E+06,0.01
4124.734,53645,(o),3.5,77882,(e),3.5,-1.23,2.30E+07,0.021
4124.891,58163,(o),1.5,82399,(e),1.5,-3.87,5.17E+04,0
4125.837,58661,(o),2.5,82892,(e),2.5,-2.95,4.54E+05,-0.002
4126.724,50833,(o),1.5,75058,(e),2.5,-1.63,9.30E+06,-0.05
4128.047,49419,(o),0.5,73637,(e),0.5,-2.46,1.30E+06,-0.012
4129.167,46903,(o),0.5,71114,(e),1.5,-1.28,2.06E+07,0.086
4129.406,41679,(o),2.5,65888,(e),1.5,-3.71,7.40E+04,0
4129.423,57103,(o),3.5,81313,(e),2.5,-2.79,6.47E+05,-0.001
4131.025,35059,(o),3.5,59259,(e),2.5,-2.75,6.94E+05,-0.002
4131.064,41688,(o),1.5,65888,(e),1.5,-3.27,2.04E+05,-0.001
4131.337,56481,(o),4.5,80679,(e),5.5,-1.88,5.22E+06,-0.075
4131.547,43008,(o),0.5,67205,(e),1.5,-3.47,1.33E+05,0.004
4132.063,43956,(o),2.5,68151,(e),1.5,-2.94,4.51E+05,0.002
4134.478,28758,(o),1.5,52938,(e),1.5,-2.24,2.28E+06,-0.017
4134.724,43956,(o),2.5,68135,(e),2.5,-3.12,2.97E+05,-0.001
4134.873,45430,(o),3.5,69608,(e),2.5,-3.31,1.89E+05,0
4135.095,34785,(o),5.5,58961,(e),5.5,-0.21,2.46E+08,-0.539
4135.299,40918,(o),4.5,65093,(e),3.5,-2.38,1.64E+06,-0.003
4136.873,55463,(o),3.5,79629,(e),3.5,-2.27,2.12E+06,0.007
4136.937,53716,(o),2.5,77882,(e),3.5,-1.54,1.13E+07,-0.025
4137.317,53121,(o),2.5,77284,(e),1.5,-3.73,7.26E+04,0
4138.127,50833,(o),1.5,74991,(e),1.5,-2.53,1.14E+06,-0.004
4138.168,57534,(o),3.5,81693,(e),3.5,-1.68,8.01E+06,-0.026
4138.447,50833,(o),1.5,74989,(e),0.5,-2.04,3.60E+06,0.018
4141.461,47329,(o),2.5,71469,(e),2.5,-1.54,1.12E+07,-0.015
4142.365,31568,(o),2.5,55702,(e),1.5,-3.07,3.35E+05,-0.067
4143.071,43075,(o),1.5,67205,(e),1.5,-2.57,1.06E+06,-0.006
4143.529,64169,(o),3.5,88297,(e),3.5,-1.34,1.77E+07,-0.024
4144.308,57534,(o),3.5,81657,(e),2.5,-2.13,2.89E+06,-0.009
4144.393,45273,(o),3.5,69395,(e),3.5,-3.68,8.13E+04,0
4144.694,55463,(o),3.5,79583,(e),2.5,-1.9,4.80E+06,-0.016
4144.928,65594,(o),1.5,89713,(e),2.5,-1.99,4.06E+06,0.021
4145.254,59754,(o),5.5,83871,(e),4.5,-2.9,4.91E+05,0.001
4146.766,47005,(o),1.5,71114,(e),1.5,-1.77,6.71E+06,0.016
4147.776,53645,(o),3.5,77747,(e),4.5,-1.16,2.72E+07,0.042
4147.82,57103,(o),3.5,81205,(e),4.5,-2.86,5.38E+05,0.003
4148.117,50468,(o),5.5,74569,(e),4.5,-3.53,1.15E+05,0
4153.205,35019,(o),4.5,59090,(e),3.5,-2.51,1.18E+06,-0.002
4153.88,45013,(o),2.5,69080,(e),2.5,-2.58,1.03E+06,-0.008
4155.445,56621,(o),5.5,80679,(e),5.5,-2.92,4.66E+05,0.001
4157.755,22961,(e),1.5,47005,(o),1.5,-2.78,6.34E+05,0.069
4160.096,35059,(o),3.5,59090,(e),3.5,-2.41,1.50E+06,0.003
4162.024,40036,(o),3.5,64056,(e),2.5,-3.14,2.78E+05,0.021
4163.397,44438,(o),3.5,68450,(e),3.5,-3.95,4.35E+04,0
4164.59,40918,(o),4.5,64923,(e),4.5,-2.4,1.55E+06,-0.01
4164.658,32371,(o),2.5,56376,(e),2.5,-2.35,1.73E+06,-0.005
4169.499,56481,(o),4.5,80458,(e),3.5,-1.46,1.34E+07,0.087
4170.062,65739,(o),2.5,89713,(e),2.5,-1.06,3.41E+07,0.036
4170.102,37078,(o),2.5,61051,(e),3.5,-0.73,7.20E+07,-0.169
4171.51,45430,(o),3.5,69395,(e),3.5,-3.01,3.70E+05,0
4172.152,53645,(o),3.5,77607,(e),2.5,-1.07,3.21E+07,-0.04
4172.957,56501,(o),3.5,80458,(e),3.5,-3.03,3.58E+05,0.002
4174.396,47005,(o),1.5,70954,(e),2.5,-3.13,2.81E+05,0.001
4175.542,35019,(o),4.5,58961,(e),5.5,-3.11,3.01E+05,-0.001
4175.599,22961,(e),1.5,46903,(o),0.5,-2.02,3.64E+06,0.1
4175.833,47329,(o),2.5,71270,(e),2.5,-1.47,1.32E+07,0.012
4175.918,24333,(e),2.5,48273,(o),2.5,-3.02,3.66E+05,-0.017
4177.398,64365,(o),4.5,88297,(e),3.5,-0.34,1.76E+08,0.136
4177.807,48273,(o),2.5,72202,(e),3.5,-1.14,2.74E+07,0.072
4177.927,58163,(o),1.5,82091,(e),0.5,-2.65,8.57E+05,-0.004
4178.585,59439,(o),2.5,83364,(e),3.5,-1.34,1.73E+07,0.051
4179.078,40036,(o),3.5,63958,(e),3.5,-2.01,3.72E+06,0.057
4179.882,52922,(o),3.5,76839,(e),2.5,-3.62,9.29E+04,0.001
4180.81,30392,(o),1.5,54304,(e),0.5,-0.29,1.94E+08,-0.618
4181.35,64192,(o),1.5,88101,(e),1.5,-2.89,4.89E+05,-0.003
4183.205,41679,(o),2.5,65577,(e),3.5,-3.65,8.39E+04,0
4183.9,57799,(o),2.5,81693,(e),3.5,-2.3,1.90E+06,-0.003
4184.161,47329,(o),2.5,71222,(e),3.5,-2.9,4.77E+05,0.001
4184.637,53716,(o),2.5,77607,(e),2.5,-1.49,1.22E+07,0.015
4186.728,41688,(o),1.5,65567,(e),0.5,-3.73,6.95E+04,0.002
4186.832,54193,(o),5.5,78070,(e),4.5,-0.35,1.71E+08,-0.114
4188.135,45737,(o),1.5,69608,(e),2.5,-1.61,9.50E+06,-0.03
4190.176,57799,(o),2.5,81657,(e),2.5,-2.21,2.34E+06,-0.004
4190.303,37517,(o),3.5,61374,(e),2.5,-0.41,1.49E+08,0.318
4191.473,52988,(o),1.5,76839,(e),2.5,-2.05,3.35E+06,0.043
4193.819,52068,(o),0.5,75906,(e),0.5,-1.48,1.25E+07,-0.133
4194.434,49917,(o),4.5,73751,(e),4.5,-3.66,8.15E+04,0
4198.502,52988,(o),1.5,76799,(e),1.5,-2.64,8.48E+05,-0.004
4198.865,51249,(o),2.5,75058,(e),2.5,-3.32,1.83E+05,0
4199.715,53645,(o),3.5,77449,(e),3.5,-1.8,6.02E+06,-0.008
4203.252,47329,(o),2.5,71114,(e),1.5,-2.25,2.13E+06,0.004
4204.348,57534,(o),3.5,81313,(e),2.5,-3.24,2.15E+05,0.001
4205.611,49009,(o),3.5,72780,(e),3.5,-2.26,2.02E+06,0.002
4205.967,52881,(o),4.5,76650,(e),5.5,-3.98,3.98E+04,0
4206.758,35059,(o),3.5,58824,(e),2.5,-3.58,1.00E+05,0
4208.509,52922,(o),3.5,76676,(e),2.5,-2.71,7.23E+05,-0.001
4210.537,45013,(o),2.5,68756,(e),3.5,-3.66,8.24E+04,0
4210.67,51249,(o),2.5,74991,(e),1.5,-1.2,2.38E+07,-0.061
4211.252,59625,(o),3.5,83364,(e),3.5,-3.38,1.57E+05,0
4211.296,48025,(o),1.5,71764,(e),1.5,-2.32,1.79E+06,-0.006
4211.495,58661,(o),2.5,82399,(e),1.5,-1.68,7.89E+06,0.043
4212.366,53716,(o),2.5,77449,(e),3.5,-2.14,2.72E+06,0.009
4213.519,58673,(o),0.5,82399,(e),1.5,-2.7,7.28E+05,-0.005
4213.856,51249,(o),2.5,74973,(e),3.5,-2.38,1.57E+06,-0.005
4214.945,53121,(o),2.5,76839,(e),2.5,-2.12,2.80E+06,-0.033
4215.711,57799,(o),2.5,81513,(e),1.5,-3.52,1.12E+05,0.001
4216.413,47759,(o),3.5,71469,(e),2.5,-2,3.72E+06,0.006
4216.702,34575,(o),1.5,58284,(e),2.5,-1.73,7.02E+06,0.058
4218.565,37517,(o),3.5,61215,(e),4.5,-0.52,1.14E+08,-0.165
4218.652,49419,(o),0.5,73117,(e),1.5,-3.61,8.78E+04,-0.001
4218.76,44438,(o),3.5,68135,(e),2.5,-3.41,1.46E+05,0
4219.644,24333,(e),2.5,48025,(o),1.5,-3.87,5.06E+04,-0.004
4220.26,52988,(o),1.5,76676,(e),2.5,-3.57,9.75E+04,0.001
4221.718,40918,(o),4.5,64598,(e),3.5,-3.33,1.75E+05,-0.001
4222.053,53121,(o),2.5,76799,(e),1.5,-2.19,2.36E+06,-0.008
4223.421,57534,(o),3.5,81205,(e),4.5,-3.78,6.21E+04,0
4223.455,45273,(o),3.5,68944,(e),4.5,-3.3,1.85E+05,0.001
4224.192,40036,(o),3.5,63702,(e),2.5,-1.81,5.74E+06,0.05
4225.987,42915,(o),5.5,66572,(e),5.5,-2.08,3.10E+06,0.004
4226.592,44498,(o),2.5,68151,(e),1.5,-2.14,2.72E+06,-0.02
4227.129,45430,(o),3.5,69080,(e),2.5,-3.69,7.75E+04,0
4227.951,48557,(o),3.5,72202,(e),3.5,-0.52,1.12E+08,-0.154
4229.376,44498,(o),2.5,68135,(e),2.5,-3.67,8.00E+04,0
4229.752,66078,(o),3.5,89713,(e),2.5,-1.23,2.24E+07,0.031
4229.758,52881,(o),4.5,76516,(e),4.5,-3.55,1.06E+05,-0.001
4230.187,39379,(o),0.5,63012,(e),1.5,-1.46,1.33E+07,0.111
4234.548,45335,(o),4.5,68944,(e),4.5,-0.51,1.13E+08,-0.339
4235.568,46355,(o),4.5,69957,(e),4.5,-1.85,5.18E+06,0.01
4237.28,55221,(o),1.5,78815,(e),2.5,-2.63,8.87E+05,0.002
4238.157,46548,(o),5.5,70136,(e),6.5,-1.78,6.18E+06,0.109
4241.163,56057,(o),2.5,79629,(e),3.5,-1.22,2.31E+07,-0.038
